skills,is_hot_technology,id
gmi net-mr,False,1674
ibm ims,False,1675
ibm intelligent miner,False,1676
insightful corporation confirmit,False,1677
insightful s-plus,False,1678
intellimed,False,1679
logixml ad-hoc,False,1680
map maker,False,1681
medstat/inforum,False,1682
mintel reports,False,1683
ncr teradata warehouse miner,False,1684
neoforma healthcare products information services hpis market intelligence,False,1685
oracle darwin,False,1686
palisade stattools,False,1687
perseus surveysolutions,False,1688
provalis research simstat,False,1689
sawtooth choice-base conjoint cbs,False,1690
sawtooth composite product mapping cpm,False,1691
sawtooth ssi web,False,1692
statpac,False,1693
survey software,False,1694
techexcel servicewise,False,1695
thomson dialog,False,1696
thomson financial investext,False,1697
tns marketwhys,False,1698
tns miriad,False,1699
transpolink bidleads,False,1700
unistat statistical package,False,1701
vantage mcif,False,1702
verispan patient parameters,False,1703
walmart retail link,False,1704
wincross,False,1705
worldapp keysurvey suite,False,1706
abraxas energy consulting metrix,False,1707
acca manual j,False,1708
architectural energy corporation enforma building diagnostics,False,1709
architectural energy corporation rem/rate,False,1710
cool roof calculator,False,1711
dbase,False,1712
designbuilder software designbuilder,False,1713
efftec efftrack,False,1714
ekotrope rater,False,1715
elite software energy audit,False,1716
enercom energy depot for business,False,1717
enercom energy depot for homes,False,1718
energy efficient rehab advisor,False,1719
energyplus,False,1720
esri arcgis,False,1721
facility energy decision systems feds,False,1722
federal renewable energy screening assistant fresa,False,1723
fielding data labs optomizer,False,1724
fundamental objects foaudits,False,1725
good steward software energycap,False,1726
home energy efficient design heed,True,1727
interenergy software building energy analyzer pro,False,1728
itron enterprise energy management eem suite,False,1729
motormaster+,False,1730
onset computer corporation hoboware,False,1731
performance systems development treat,False,1732
program for energy analysis of residences pear,False,1733
psychrometric chart software,False,1734
rescheck,False,1735
retrofit energy savings estimation model resem,False,1736
salesforce,False,1737
snugg home snugg pro,False,1738
the weatherization assistant,False,1739
trane trace,False,1740
wolfram research mathematica,False,1741
accessdata ftk,False,1742
adobe systems adobe coldfusion,False,1743
arcsight enterprise threat and risk management,False,1744
chinotec technologies paros,False,1745
cisco systems ciscoworks,False,1746
e-fense helix3,False,1747
guidance software encase forensic,False,1748
ibm informix,False,1749
intrusion prevention system ips,False,1750
kismet,False,1751
live memory collection software,False,1752
metasploit,False,1753
microsoft windows powershell,False,1754
nessus,False,1755
nmap,False,1756
oracle java ee,False,1757
photo editing software,False,1758
secure web gateway software,False,1759
social networking software,False,1760
symantec pgp,False,1761
tivoli,False,1762
truecrypt,False,1763
volatile systems volatility,False,1764
automated commercial environment software ace,False,1765
automated system for customs data asycuda,False,1766
customs records databases,False,1767
electronic data interchange edi software,False,1768
optical character reader ocr software,False,1769
parts classification databases,False,1770
sap customs management,False,1771
tariff databases,False,1772
business continuity software,True,1773
ca clarity ppm,True,1774
computer operating systems,False,1775
coop systems mycoop,True,1776
emc rsa archer business continuity management,True,1777
enterprise backup systems,False,1778
jaspersoft business intelligence suite,False,1779
mir3 intelligent notification,False,1780
recoveryplanner rpx,True,1781
strategic bcp resilienceone,True,1782
sungard assurance,True,1783
sungard notifind,False,1784
virtual corporation sustainable planner,True,1785
life cycle assessment lca software,False,1786
online database search and retrieval software,False,1787
pe international gabi software,False,1788
pe international sofi software,False,1789
pre consultants simapro,False,1790
bing ads,False,1791
bing for power bi,False,1792
blogging software,False,1793
ccbill,False,1794
content management systems cms,False,1795
e-check software,False,1796
google checkout,False,1797
ibm digital analytics,False,1798
intuit quickboooks payments,False,1799
magento analytics,False,1800
mobile application software,False,1801
mycommerce regnow,False,1802
paypal,False,1803
paypal here,False,1804
propay,False,1805
search engine marketing sem software,False,1806
search engine optimization seo software,False,1807
search engine results pages serp software,False,1808
shipment processing software,False,1809
snorasson holdings ccnow,False,1810
square,False,1811
1099 prossoftware,False,1812
abacus tax,False,1813
accountants templates jazz-it!,True,1814
accounting compliance software,False,1815
accounting fraud detection software,False,1816
accounts payable software,False,1817
accucert,False,1818
accurate nxg,False,1819
acornsystems corporate performance management,True,1820
acorynsystems activity based costing/management abc/m,False,1821
adaptasoft cyberpay,False,1822
adp super report writer,False,1823
advanced micro systems 1099-etc,False,1824
american riviera magtax,False,1825
asset management software,False,1826
atx total accounting office,False,1827
atx total engagement office,False,1828
atx total tax office,False,1829
auditware,False,1830
automation counselors municipal,False,1831
avalara avatax st,False,1832
best mip fund accounting,False,1833
best software cpapayroll,False,1834
bna estate and gift tax suite,False,1835
bna income tax planning solutions,False,1836
bna sales and use tax rates and forms,False,1837
brentmark estate planning quickview,False,1838
cammack computations inter-est,False,1839
cartesis es magnitude,True,1840
cartesis magnitude ianalysis,False,1841
cch prosystem fx tax,False,1842
ccis accountability,False,1843
cpsi ehr system,False,1844
creative solutions ultratax 1040,False,1845
cyma iv accounting for windows,False,1846
estate planning software,False,1847
evron computer systems sage pfw (platinum for windows),False,1848
extensible business reporting language xbrl,False,1849
financial statement software,False,1850
fixed-assets depreciation software,False,1851
fls edp payrolltax,False,1852
frx software microsoft frx,False,1853
general ledger software,False,1854
h&r block tax,False,1855
heron crosstie general ledger,False,1856
idms account ability,False,1857
income tax return preparation software,False,1858
intrax procedurenet,False,1859
intuit lacerte,False,1860
intuit proseries,False,1861
intuit quickbooks premier,False,1862
intuit turbotax,False,1863
invoice software,False,1864
iron mountain accutrac records management software,False,1865
kpb associates taxstream,False,1866
lead activity analyzer,False,1867
lead business analyzer,False,1868
methodware proaudit advisor,False,1869
micronetics xpert write-up,False,1870
multiview accounts receivable,False,1871
new millennium communications genesis accounting,False,1872
newportwave year end solutions,False,1873
omnirim records management suite,False,1874
orrtax software intellitax business for windows,False,1875
orrtax software intellitax classic,False,1876
osi trustwise,False,1877
paisley autoaudit,False,1878
paisley cardmap,False,1879
paisley focus control assurance,False,1880
paisley issuetrack,False,1881
paisley risknavigator,False,1882
pentana audit work system paws,False,1883
practice management software pms,False,1884
pro systems client write-up system for windows,False,1885
profit developers electronic file interchange,False,1886
prophix enterprise,False,1887
roundtable software advantage accounting system,False,1888
rsm mcgladrey advanced practice solutions paperless audit,False,1889
rsm mcgladrey auditor assistant,False,1890
sage businessworks,False,1891
sage cpaaccounts payable,False,1892
sage cpaaccounts receivable,False,1893
sage cpaclient checkbook,False,1894
sage cpadocument manager,False,1895
sage mas 200,True,1896
sage platinum for windows pfw,True,1897
sap businessobjects data integrator,False,1898
softrax revenue management,False,1899
summit software summit biofuels accounting,False,1900
sync essentials trade accountant,False,1901
tax compliance property tax management software,False,1902
thomson gosystem tax,False,1903
tumbleweed securetransport,False,1904
ua business software professional edition,False,1905
universal tax systems taxwise,False,1906
acl audit exchange,False,1907
acl business assurance analytics,False,1908
arbutus analyzer,False,1909
audit management software,False,1910
audit planning and control environment software,False,1911
auditware caseware examiner,False,1912
automated auditors fraud detector software,False,1913
bi3 audit intelligence,False,1914
bi3 financial statement fraud analysis,False,1915
bizbench,False,1916
bna corporate tax audit analyzer,False,1917
caseware international idea,False,1918
caseware international idea smartanalyzer,False,1919
caseware working papers,False,1920
cashflow guardian,False,1921
cebos mq1 audit system,False,1922
choice technologies powerbill +,False,1923
client billing software,False,1924
corporate responsibility system technologies limited compliance positioning system,False,1925
d'arcangelo galileo,False,1926
data extraction software,False,1927
datavantage,False,1928
digital analysis tests and statistics datas for excel,False,1929
digital analysis tests and statistics datas for sas,False,1930
financial competence,False,1931
google slides,False,1932
guidance software encase enterprise,False,1933
iad audit leverage,False,1934
informationactive activedata for excel,False,1935
internal audit software,False,1936
kirix proffipoint,False,1937
lumigent entegra,False,1938
microsoft works,False,1939
mro audit tracker,False,1940
pleier audit management system,False,1941
pricewaterhousecoopers teammate,False,1942
recovery audit software,False,1943
sage handisoft handiledger,False,1944
sageworks profitcents,False,1945
sampson data pattern index software,False,1946
solutions technology & software hr premier,False,1947
star software fixed asset depreciation,False,1948
star software materiality calculator,False,1949
techsmith camtasia,False,1950
thomson creative solutions engagement cs,False,1951
thomson creative solutions financial analysis cs,False,1952
thomson ppc e-tools suite,False,1953
thomson reuters risk management,False,1954
timevalue software,False,1955
topcaats,False,1956
trendtracker compliance solution,False,1957
tropics,False,1958
wizsoft wizrule,False,1959
wizsoft wizwhy,False,1960
a la mode pocket total,False,1961
a la mode wintotal,False,1962
apex iv assessor,False,1963
apex iv fee appraiser,False,1964
apex mobilesketch,False,1965
ascend property assessment,False,1966
bradford clickforms,False,1967
bruno realty eneighboorhoods,False,1968
business management systems municipal geographic management system mgms,False,1969
compass municipal services camalot,False,1970
computer assisted mass appraisal cama software,False,1971
concierge systems report concierge,False,1972
emerald data deed-chek,False,1973
etrac,False,1974
fbs data systems flexmls,False,1975
gcs property assessment and tax billing,False,1976
geomechanical design analysis gda software,False,1977
govern software govmap,False,1978
govern software land and permits management system,False,1979
greenbrier graphics deed plotter,False,1980
hansen cama,False,1981
howard and friends computer cma plus,False,1982
hp 49g+ appraiser fee calculator,False,1983
informatik mapdraw deed mapper,False,1984
manatron customcama,False,1985
manatron mvp tax,False,1986
manatron proval plus,False,1987
mass appraisal records system mars,False,1988
microsolve cama,False,1989
modellium paritop,False,1990
multiple listing service software,False,1991
online title search and property report software,False,1992
real edge,False,1993
realdata comparative lease analysis,False,1994
realty tools toolkit for market share,False,1995
rei wise commercial,False,1996
rpis silent cma,False,1997
softree technical systems terrain tools,False,1998
tietoenator promatch,False,1999
valuetech report builder,False,2000
visual pamspro,False,2001
wilson's computer applications realeasy appraisals,False,2002
wilson's computer applications realeasy photos plus,False,2003
wingap,False,2004
aci appraiser's choice,False,2005
manufacturing technology costimater,False,2006
real estate center caparate calculator,False,2007
adaptive planning,True,2008
budget monitoring systems,False,2009
"budgeting, forecasting, and planning software",True,2010
business objects data integrator,False,2011
business performance management bpm software,True,2012
everest software advanced,True,2013
extensity mpc,True,2014
frx software microsoft forecaster,True,2015
ibm cognos business intelligence,False,2016
ibm cognos planning,True,2017
lilly software associates visual enterprise,True,2018
microsoft sharepoint,True,2019
microsoft visual basic.net,False,2020
netsuite neterp,True,2021
online analytical processing olap software,False,2022
open systems traverse,True,2023
oracle peoplesoft enterprise,True,2024
oracle performance management suites,False,2025
outlooksoft,True,2026
revelwood,True,2027
sage active planner,True,2028
sage mas 90 erp,True,2029
sap business one,True,2030
sap crystal xcelsius,False,2031
satori group procube,False,2032
time and attendance software,False,2033
valiant vantage,False,2034
cgi-ams cacs enterprise,False,2035
cgi-ams strata,False,2036
credit adjudication and lending management system calms,False,2037
credit and risk analysis software,False,2038
credit fraud detection software,False,2039
dun and bradstreet global decisionmaker,False,2040
ecredit enterprise,False,2041
equifax advanced decisioning,False,2042
equifax application engine,False,2043
equifax interconnect,False,2044
experian credinomics,False,2045
experian detect,False,2046
experian fraudshield,False,2047
experian quest,False,2048
experian retention triggers,False,2049
experian strategy management,False,2050
experian transact sm,False,2051
fair isaac application risk model software,False,2052
fair isaac capstone decision manager,False,2053
fair isaac falcon id,False,2054
moody's kmv creditedge,False,2055
moody's kmv decisions,False,2056
moody's kmv financial analyst,False,2057
moody's kmv risk advisor,False,2058
moody's kmv risk analyst,False,2059
advanced portfolio technologies report builder,False,2060
advanced portfolio technologies simulator,False,2061
analyzerxl,False,2062
annuities analysis software,False,2063
aspen graphics,False,2064
bizpricer,False,2065
business forecast systems forecast pro,False,2066
dailyvest investment personalization platform,False,2067
dealmaven comparable company valuation analysis,False,2068
dealmaven m&a accretion/dilution one-pager,False,2069
dealmaven modeling toolpack for excel,False,2070
dealmaven preslink for powerpoint and word,False,2071
derivatives imagine trading system,False,2072
derivicom finoptions xl,False,2073
economic forecasting software,False,2074
express business valuations,False,2075
financial modeling software,False,2076
fineng solutions perform,False,2077
fineng solutions quantis,False,2078
fractal pattern analysis software,False,2079
genetic algorithm optimization software,False,2080
genetic algorithm software,False,2081
harland financial solutions decisionpro,False,2082
i-flex solutions reveleus investment performance measurement,False,2083
ibm lotus approach,False,2084
innova financial solutions derivatives expert,False,2085
ivorix neurostrategy finance,False,2086
keypoint datadesk,False,2087
leading market technologies expo,False,2088
longview consolidation,False,2089
longview performance management platform,False,2090
longview solutions khalix,False,2091
market forecast software,False,2092
mathematical software,False,2093
matheny pattern forecaster plus,False,2094
mergerstat control premiums,False,2095
mergerstat price to earnings ratios,False,2096
moneysoft corporate valuation,False,2097
monte carlo simulation software,False,2098
montgomery investment technology bonds xl,False,2099
montgomery investment technology exotics xl,False,2100
montgomery investment technology fintools,False,2101
montgomery investment technology options xl,False,2102
montgomery investment technology quotetools,False,2103
montgomery investment technology risk xl,False,2104
montgomery investment technology sigtools,False,2105
montgomery investment technology utility xl,False,2106
moss adams profit mentor,False,2107
mutual fund analysis software,False,2108
neural network modeling software,False,2109
neurosolutions for matlab,False,2110
neurosolutions trading solutions,False,2111
optionvue options analysis,False,2112
palisade bond @nalyst,False,2113
palisade evolver,False,2114
pattern recognition software,False,2115
peer-to-peer financial analysis,False,2116
pi blue optworks excel,False,2117
portfolio management software,False,2118
pricing software,False,2119
quantifying marketability discount qmd modeling software,False,2120
report generation software,False,2121
riskmetrics group wealthbench,False,2122
sas jmp,False,2123
securities analysis software,False,2124
spreadware business financial analysis,False,2125
spreadware business valuator,False,2126
spreadware pro forma,False,2127
ssa global infinium financial management,True,2128
steele mutual fund and variable annuity expert,False,2129
sungard bancware,False,2130
sungard kiodex risk workbench,False,2131
techhackers convertible bond @nalyst,False,2132
techhackers credit @nalyst,False,2133
techhackers exotic @nalyst,False,2134
techhackers financial @nalyst,False,2135
techhackers iro @nalyst,False,2136
techhackers mbs @nalyst,False,2137
techhackers swap @nalyst,False,2138
tetrahex fractal finance,False,2139
tickquest neoticker,False,2140
tips standard securities calculation bond analytics module,False,2141
tips standard securities calculation mortgage-backed analytics module,False,2142
tradetools financial market databases,False,2143
tradetools monthly u.s. economic database,False,2144
trendsetter software proanalyst,False,2145
unlimited learning resources valusource pro,False,2146
valusource bizcomps,False,2147
ward systems group genehunter,False,2148
ward systems group neuralshell predictor,False,2149
ward systems group neuroshell trader,False,2150
whitebirch software projected financials,False,2151
wolfram research derivatives,False,2152
wolfram research mathematica finance essentials,False,2153
wolfram research mathematica unrisk pricing engine,False,2154
act! act4advisors,False,2155
advent axys,False,2156
adviceamerica advisorvision,False,2157
advisory world ice,False,2158
asi client acquisition solution,False,2159
asset allocation software,False,2160
automatic data processing proxyedge,False,2161
brentmark stock option risk analyzer,False,2162
cabinet ng cng-safe,False,2163
cheshire financial planning suite,False,2164
compliancemax,False,2165
crm software junxure,False,2166
crm software junxure-i,False,2167
cygnus incomemax,False,2168
dataviz beyond contacts,False,2169
education planning software,False,2170
eisi naviplan,False,2171
emoneyadvisor advisorplatform,False,2172
estate capitol needs analysis,False,2173
expensewatch,False,2174
ez-data client data system,False,2175
finance logix education planner,False,2176
finance logix insurance planner,False,2177
finance logix retirement planner,False,2178
financeware aasim,False,2179
financeware finance file manager,False,2180
financeware wealthsimulator,False,2181
financial planning consultants practice builder,False,2182
financial planning presentation software,False,2183
financial profiles profiles+ professional,False,2184
financial report generation software,False,2185
getting things done gtd software,False,2186
host analytics host budget,False,2187
ibbotson analyst,False,2188
ibbotson portfolio strategist,False,2189
impact planlabx3,False,2190
impact wealth distribution analysis,False,2191
investigo,False,2192
investment and business valuation template software,False,2193
investment tracking software,False,2194
j&l financial planner,False,2195
masterplan,False,2196
microsoft money,False,2197
moneytree silver financial planner (financial analysis feature),False,2198
moneytree silver financial planner (presentation feature),False,2199
morningstar principia,False,2200
needs analysis software,False,2201
net worth strategies stock opter pro,False,2202
optima ias,False,2203
pie technologies moneyguidepro,False,2204
pimlico software datebk,False,2205
planplus pro,False,2206
planscan portfolio pathfinder,False,2207
protracker advantage,False,2208
redtail technology our business online,False,2209
retirement planning software,False,2210
sawhney execplan,False,2211
scansoft paperport pro,False,2212
scenarionow retirenow,False,2213
sungard frontier,False,2214
sungard lockbox,False,2215
sungard planningstation,False,2216
sungard webplaid,False,2217
the omni group omniplan,False,2218
thomson one advisor,False,2219
torrid retirement planner,False,2220
unger software methusaleh,False,2221
wealthtec allocationpro,False,2222
wealthtec foundations,False,2223
wealthtec wealthmaster,False,2224
web information solutions pocket informant,False,2225
world software corporation worldox,False,2226
anodas software limited phoenix,True,2227
consilience software maven insurance automation suite,True,2228
csc nbaccelerator,True,2229
fair isaac enterprise decision management for insurance,True,2230
fannie mae desktop underwriter,False,2231
filenet content manager,False,2232
fiserv advanced underwriting,False,2233
labone net,False,2234
niit technologies winrisk,False,2235
qualcorp formsplus,True,2236
rga aura,False,2237
rga facultative application console,False,2238
sis semci partner,True,2239
skywire software insbridge,True,2240
valen technologies risk manager,False,2241
acl analytics,False,2242
auditing software,False,2243
financial compliance software,False,2244
financial transaction analysis software,False,2245
general examination system genesys,False,2246
investigation management software,False,2247
nils insource,False,2248
oden insurance services state rules & regulations,False,2249
oversight insights on demand,False,2250
system for electronic rate and form filing serff,False,2251
westlaw,False,2252
chat software,False,2253
cooperative processing resources dms professional suite,False,2254
corelogic debtortrace,False,2255
freddie mac loan prospector,False,2256
icco creditsoft,False,2257
integrant debtlogic,False,2258
lexisnexis accurint,False,2259
merlin information services databases,False,2260
paragon financial services paragon financial system,False,2261
prime debt soft debt settlement,False,2262
prime debt software credit repair,False,2263
datatel colleague,True,2264
edexpress,False,2265
elm resources elm,False,2266
emt applications counselormax,False,2267
financial aid management system fam,False,2268
sungard higher education banner financial aid,False,2269
sungard higher education powerfaids,False,2270
1003 uniform residential loan application,False,2271
amortization loan software,False,2272
bankers systems rembrandt lending system,False,2273
bottom line loanmaster loan servicing,False,2274
california infinite lps,False,2275
calyx point,False,2276
click1003 online mortgage application,False,2277
credit underwriting software,False,2278
dynamic loanledger,False,2279
ellie mae contour,False,2280
ellie mae genesis,False,2281
eoriginal ecore business suite,False,2282
fas loan service plus,False,2283
financial industry computer systems loan accountant,False,2284
financial industry computer systems loan originator,False,2285
financial industry computer systems loan producer,False,2286
harland interlinq mortgageware,False,2287
ia systems streamlend,False,2288
indus lending solutions,False,2289
integra destiny loan origination,False,2290
la pro loan administrator pro,False,2291
loan application processing software,False,2292
loan origination software,False,2293
opportunity management system oms,False,2294
plimus loan artist,False,2295
quikdraw loan management system,False,2296
realbenefits amortization loan,False,2297
technicost los,False,2298
the mortgage office loan origination,False,2299
the mortgage office loan servicing,False,2300
vuecentric mortgagedashboard,False,2301
white clarke north america credit adjudication and lending management,False,2302
wolters kluwer financial services complianceone,False,2303
automated tax system software,False,2304
image processing systems,False,2305
optical character recognition ocr software,False,2306
aci tasktracker,False,2307
creative solutions cpa depreciation,False,2308
creative solutions ultratax cs,False,2309
datagroup electrofile 1040,False,2310
datagroup electrofile elf,False,2311
datagroup electrofile st,False,2312
datair employee benefits systems,False,2313
electronic toolkit for tax preparers,False,2314
exactax packageex,False,2315
greatland corporation winfiler,False,2316
greattax,False,2317
kleinrock publishing,False,2318
lacerte 1040 tax analyzer,False,2319
m8 client billing,False,2320
orrtax software intellitax,False,2321
petz enterprises v-tax,False,2322
sales tax tools sales tax researcher,False,2323
scheduleview,False,2324
sungard relius,False,2325
thomson gosystem mytaxinfo,False,2326
thomson reuters ultratax cs,False,2327
web page creation and editing software,False,2328
bloomberg professional,False,2329
microsoft visual basic for applications vba,False,2330
microsoft visual c#,False,2331
microstrategy desktop,True,2332
aptech systems gauss,False,2333
s&p capital iq,False,2334
standard & poor's capital iq compustat,False,2335
moody's riskcalc,False,2336
business intelligence software,False,2337
electronic health record ehr software,False,2338
guardian analytics fraudmap,False,2339
pcg software virtual examiner,False,2340
tibco spotfire,False,2341
trizetto qnxt,False,2342
ada,False,2343
advanced numerical software,False,2344
algorithmic software,False,2345
apache flume,False,2346
augmint,False,2347
automated document generation software,False,2348
charm++,False,2349
clustering software,False,2350
clustermatic,False,2351
cmake,False,2352
computational statistics software,False,2353
data mining software,False,2354
doxygen,False,2355
eiffel,False,2356
embarcadero jbuilder,False,2357
extensible stylesheet language transformations xslt,False,2358
formula translation/translator fortran,False,2359
graphics pipelines,False,2360
greenhills ada compilers,False,2361
high-performance software libraries,False,2362
ibm rational apex,False,2363
ibm rational rose,False,2364
intel integrated performance primitives,False,2365
intel math kernel library,False,2366
list processing language lisp,False,2367
low-level virtual machine llvm compilers,False,2368
microsoft visual c# .net,False,2369
microsoft visual studio.net,False,2370
multisensory data representation software,False,2371
object oriented development environment software,False,2372
open graphics library opengl,False,2373
parallel systems software,False,2374
perforce software configuration management system,False,2375
plug-in file software,False,2376
polaris parallelizing compilers,False,2377
polhemus fasttrack system,False,2378
relational database management system software,False,2379
rice simulator for ilp multiprocessors rsim,False,2380
simulation software,False,2381
software libraries,False,2382
source code management scm software,False,2383
sun microsystems java 2 platform enterprise edition j2ee,False,2384
sun microsystems solaris,False,2385
three-dimensional 3d graphics software,False,2386
video editing software,False,2387
vme powerpc vxworks,False,2388
waikato environment for knowledge analysis weka,False,2389
access management software,False,2390
acmestudio,False,2391
active directory software,False,2392
adobe coldfusion,False,2393
application management software,False,2394
architecture description language adl,False,2395
automated installation software,False,2396
business intelligence system software,False,2397
compatibility testing software,False,2398
component object model com software,False,2399
crosstec netop remote control,False,2400
data conversion software,False,2401
defect tracking software,False,2402
diagramming software,False,2403
distributed component object model dcom software,False,2404
dynamic analysis software,False,2405
electronic design automation eda software,True,2406
element management software,False,2407
functional testing software,False,2408
hierarchical simulation program with integrated circuit emphasis hspice,False,2409
hyperspace,False,2410
ibm db2,False,2411
ibm rational clearcase,False,2412
ibm rational purifyplus,False,2413
ibm rational rose xde developer,False,2414
informatica corporation powercenter,False,2415
installshield,False,2416
integration testing software,False,2417
interoperability testing software,False,2418
j,False,2419
load testing software,False,2420
microsoft internet information service iis,False,2421
migration testing software,False,2422
mutation testing software,False,2423
network intrusion prevention systems nips,False,2424
omni group omnigraffle,False,2425
oracle application server,False,2426
oracle business intelligence suite,False,2427
oracle fusion middleware,False,2428
oracle java 2 platform enterprise edition j2ee,False,2429
oracle master data management mdm suite,False,2430
orcad capture,True,2431
patch and update management software,False,2432
personal computer diagnostic software,False,2433
popkin system architect,False,2434
rapide,False,2435
recovery testing software,False,2436
regression testing software,False,2437
remote control software,False,2438
requirements management software,False,2439
sap adaptive server enterprise,False,2440
sap businessobjects desktop intelligence,False,2441
sap master data management mdm,False,2442
sap netweaver,False,2443
sap netweaver bw,False,2444
security testing software,False,2445
smalltalk,False,2446
snort,False,2447
software asset management sam software,False,2448
software distribution software,False,2449
spectraquest,True,2450
spring boot,True,2451
stac software reachout,False,2452
static analysis software,False,2453
stress testing software,False,2454
structure prediction software,False,2455
sun microsystems sun one,False,2456
symantec pcanywhere,False,2457
symantec visual cafe,False,2458
system and data disaster recovery software,False,2459
system testing software,False,2460
systems and application deployment and migration software,False,2461
test design software,False,2462
test implementation software,False,2463
time sharing option tso software,False,2464
unit testing software,False,2465
usability testing software,False,2466
version control software,False,2467
virus scanning software,False,2468
web server software,False,2469
webfocus,False,2470
wise solutions wise for windows installer,False,2471
allscripts professional ehr,False,2472
allscripts sunrise clinical manager,False,2473
amkai amkaicharts,False,2474
bizmatics prognocis emr system,False,2475
cerner millennium,False,2476
cerner powerchart,False,2477
chartware emr,False,2478
computerized physician order entry cpoe software,False,2479
e-mds software,False,2480
eclinicalworks,False,2481
electronic medical administration record emar software,False,2482
healthcare management system,False,2483
learning management system lms,False,2484
mckesson ansos one-staff,False,2485
meditech healthcare information system hcis,False,2486
mediware closedloop clinical systems,False,2487
mediware information systems medicoe,False,2488
medscribbler enterprise,False,2489
microfour practicestudio.net emr,False,2490
netsmart technologies carenet,False,2491
nextgen healthcare information systems emr,False,2492
picis caresuite,False,2493
qlik software,False,2494
sas software,False,2495
seimens healthineers,False,2496
soapware emr,False,2497
statcom patient flow logistics enterprise suite,False,2498
synamed emr,False,2499
texas medical software springcharts emr,False,2500
visicu eicu program,False,2501
anti-phishing software,False,2502
anti-spyware software,False,2503
anti-trojan software,False,2504
automated audit trail analysis software,False,2505
automated media tracking software,False,2506
backup and archival software,False,2507
berkeley internet domain name bind,False,2508
check point next generation secure web gateway,False,2509
computer forensic software,False,2510
conformance and validation testing software,False,2511
cryptographic key management software,False,2512
diameter,False,2513
domain name system dns,False,2514
end-to-end encryption software,False,2515
ethereal,False,2516
honeypot,False,2517
hp fortify,False,2518
hp webinspect,False,2519
ibm qradar siem,False,2520
ibm tivoli access management tam,False,2521
ibm tivoli identity management tim,False,2522
imperva securesphere,False,2523
integrity verification software,False,2524
intrusion detection system ids,False,2525
ipfilter,False,2526
iptables,False,2527
iss realsecure,False,2528
juniper networks netscreen-security manager,False,2529
kali linux,False,2530
keystroke monitoring software,False,2531
license management software,False,2532
link encryption software,False,2533
mcafee virusscan,False,2534
micro focus openview,False,2535
microsoft hyper-v server,False,2536
network and system vulnerability assessment software,False,2537
network directory services software,False,2538
network security auditing software,False,2539
"network, hardware, and software auditing software",False,2540
oracle net manager,False,2541
palo alto networks next-generation security platform,False,2542
password cracker software,False,2543
password management software,False,2544
penetration testing software,False,2545
ping identity,False,2546
portswigger burp suite,False,2547
program checksumming software,False,2548
qualys cloud platform,False,2549
quest bigbrother,False,2550
rapid7 nexpose,False,2551
remote authentication dial-in user service radius software,False,2552
root kit detection software,False,2553
secure internet filtering software,False,2554
secure shell ssh software,False,2555
security incident management software,False,2556
security risk assessment software,False,2557
seleniumhq,False,2558
smart card management software,False,2559
sniffer investigator,False,2560
stack smashing protection ssp software,False,2561
symantec blue coat data loss prevention,False,2562
symantec endpoint protection,False,2563
symantec norton antivirus,False,2564
tcpdump,False,2565
tenable nessus,False,2566
trend micro tippingpoint,False,2567
vmware,False,2568
voice over internet protocol voip system software,False,2569
websense data loss prevention,False,2570
winmerge,False,2571
a programming language apl,False,2572
abc compiler,False,2573
abc: the aspectbench compiler for aspectj,False,2574
adobe systems adobe postscript,False,2575
algorithmic language algol,False,2576
amazon kinesis,False,2577
american national standards institute ansi c,False,2578
apache spark,False,2579
awk,False,2580
b-method,False,2581
basis bbx visualpro/5,False,2582
beginner's all-purpose symbolic instruction code basic,False,2583
bigloo scheme,False,2584
bourne shell,False,2585
call-processing language cpl,False,2586
cast sql builder,False,2587
clipper,False,2588
code generator software,False,2589
code munger software,False,2590
coffeecup the html editor,False,2591
collaborative application markup language caml,False,2592
command interpreters,False,2593
common lisp object system clos,False,2594
compilers,False,2595
computer associates integrated data management system ca-idms,False,2596
computer on-line real-time applications language coral 66,False,2597
data definition language ddl,False,2598
data manipulation language dml,False,2599
dbase plus,False,2600
debugging software,False,2601
decompilers,False,2602
e++ pattern language,False,2603
emerald software group emerald green office,False,2604
event-driven state-machines programming,False,2605
extensible stylesheet language xsl,False,2606
forth,False,2607
gambit scheme,False,2608
graphical user interfaces gui,False,2609
greatis object inspector,False,2610
haskell,False,2611
icon programming language,False,2612
iea software emerald,False,2613
incremental compiler software,False,2614
inline code expander software,False,2615
interface definition language idl,False,2616
interpreter software,False,2617
interstate connection icon,False,2618
just-in-time compiler,False,2619
logo,False,2620
low-level debugger software,False,2621
microsoft esp sdk,False,2622
microsoft extensible application markup language (xaml),False,2623
microsoft silverlight,False,2624
microsoft systems management server,False,2625
mixed code generator,False,2626
modula,False,2627
mumps m,False,2628
oberon,False,2629
objective caml,False,2630
one pass compiler software,False,2631
partial class generator software,False,2632
pascal,False,2633
powersoft powerbuilder,False,2634
programming language one pl/i,False,2635
recrystallize crystal reports,False,2636
restructured extended executor rexx,False,2637
retargetable compiler,False,2638
revision control software,False,2639
sap netweaver bw,False,2640
scheme,False,2641
self,False,2642
simulation program with integrated circuit emphasis spice,False,2643
source code editor software,False,2644
source code migration software,False,2645
stage compiler,False,2646
string oriented symbolic language snobol,False,2647
structured query report sqr,False,2648
symbolic debugger software,False,2649
threaded code compiler,False,2650
tier generator software,False,2651
